Date,Ticker,Company,Sector,Open,High,Low,Close,Adj Close,Volume
2022-02-10,NVDA,NVIDIA,Technology,25.9950008392334,26.924999237060547,25.600000381469727,25.823999404907227,25.742673873901367,513200000
2022-02-11,NVDA,NVIDIA,Technology,25.916000366210938,26.152000427246094,23.77300071716309,23.948999404907227,23.873579025268555,605472000
2022-02-14,NVDA,NVIDIA,Technology,23.93400001525879,24.875,23.7549991607666,24.267000198364254,24.19057846069336,440424000
2022-02-15,NVDA,NVIDIA,Technology,24.948999404907227,26.545000076293945,24.78400039672852,26.4950008392334,26.411561965942383,699869000
2022-02-16,NVDA,NVIDIA,Technology,26.25900077819824,26.582000732421875,25.552000045776367,26.51099967956543,26.42751121520996,732676000
2022-02-17,NVDA,NVIDIA,Technology,25.6299991607666,25.78499984741211,24.165000915527344,24.506999969482425,24.42982292175293,810595000
2022-02-18,NVDA,NVIDIA,Technology,24.667999267578125,24.98600006103516,23.100000381469727,23.642000198364254,23.56754493713379,761255000
2022-02-22,NVDA,NVIDIA,Technology,23.03499984741211,24.06399917602539,23.0,23.38999938964844,23.316341400146484,633422000
2022-02-23,NVDA,NVIDIA,Technology,23.802000045776367,24.155000686645508,22.301000595092773,22.386999130249023,22.31649780273437,566511000
2022-02-24,NVDA,NVIDIA,Technology,21.01499938964844,23.799999237060547,20.88999938964844,23.74799919128418,23.673213958740234,735801000
2022-02-25,NVDA,NVIDIA,Technology,23.72100067138672,24.21699905395508,23.381000518798828,24.15699958801269,24.08092498779297,528866000
2022-02-28,NVDA,NVIDIA,Technology,23.992000579833984,24.665000915527344,23.707000732421875,24.38500022888184,24.30820655822754,477319000
2022-03-01,NVDA,NVIDIA,Technology,24.291000366210938,24.37700080871582,23.131999969482425,23.476999282836918,23.403060913085938,412056000
2022-03-02,NVDA,NVIDIA,Technology,23.756000518798828,24.40900039672852,23.415000915527344,24.21999931335449,24.147838592529297,389642000
2022-03-03,NVDA,NVIDIA,Technology,24.261999130249023,24.326000213623047,23.4689998626709,23.714000701904297,23.643346786499023,365095000
2022-03-04,NVDA,NVIDIA,Technology,23.38400077819824,23.68000030517578,22.48200035095215,22.93600082397461,22.86766815185547,431415000
2022-03-07,NVDA,NVIDIA,Technology,22.816999435424805,23.03300094604492,21.32999992370605,21.351999282836918,21.28838348388672,450821000
2022-03-08,NVDA,NVIDIA,Technology,21.30900001525879,22.37299919128418,20.649999618530277,21.513999938964844,21.449899673461918,557467000
2022-03-09,NVDA,NVIDIA,Technology,22.386999130249023,23.21999931335449,22.246999740600582,23.013999938964844,22.945432662963867,492742000
2022-03-10,NVDA,NVIDIA,Technology,22.5310001373291,22.788000106811523,21.881999969482425,22.65800094604492,22.590490341186523,428066000
2022-03-11,NVDA,NVIDIA,Technology,23.02199935913086,23.145000457763672,22.04599952697754,22.100000381469727,22.034154891967773,367209000
2022-03-14,NVDA,NVIDIA,Technology,21.86899948120117,22.261999130249023,21.15900039672852,21.32999992370605,21.26645278930664,385354000
2022-03-15,NVDA,NVIDIA,Technology,21.51799964904785,23.038000106811523,21.32200050354004,22.972999572753903,22.90455436706543,491996000
2022-03-16,NVDA,NVIDIA,Technology,23.5,24.597000122070312,23.17200088500977,24.496000289916992,24.423015594482425,671422000
